"name","other_names","air_dates","air_days","country","duration_mins","episodes","genres","native_name","original_network","mdl_popularity","mdl_rank","mdl_rating","mdl_num_ratings","mdl_tags","mdl_num_watchers"
"God's Quiz: Reboot","Shinui Kwijeu 5,신의 퀴즈5,Quiz from God: Reboot,Shinui Kwijeu: Ributeu,God's Quiz Season 5,神的測驗：重啟","Nov 14, 2018 - Jan 10, 2019","Wednesday,Thursday","South Korea","65","16","Medical,Investigation,Detective,Mystery,Crime","신의 퀴즈:리부트","OCN","2395","393","8.6","472","Smart Protagonist,Height Difference,Female Antagonist,Smart Female Lead,Selfish Mother,Intelligent Child,Forensic Science,Human Experimentation,Hardworking Female Lead,Neuroscientist","1568"
"My Country: The New Age","My Nation,Naui Nara,My Country","Oct  4, 2019 - Nov 23, 2019","Saturday,Friday","South Korea","80","16","Tragedy,Action,Drama,Romance,Historical","나의 나라","Netflix,jTBC","631","395","8.5","1846","First Love,Friendship,Bromance,Smart Female Lead,Joseon Dynasty,Brother-sister-hood,Multiple Mains,War,Strong Male Lead,Power Struggle","6272"
"When We Were Young","Ren Bu Biao Han Wang Shao Nian","Nov 22, 2018 - Dec 28, 2018","Friday,Thursday","China","45","24","School,Friendship,Youth,Romance,Family","人不彪悍枉少年","Tencent Video","719","398","8.5","1847","Family Relationship,1990s,Nice Male Lead,Poor Male Lead,High School,Sunset,Smart Male Lead,Friends To Lovers,Past,Strong Female Lead","5675"
"Are You Human Too?","I'm Human Too?,Neodo Inganini,Are You Human?","Jun  4, 2018 - Aug  7, 2018","Monday,Tuesday","South Korea","35","36","Fantasy,Comedy,Drama,Sci-Fi,Romance","너도 인간이니","KBS2","86","397","8.5","10826","Identity Swap,Hidden Identity,Android,Robot,Nice Male Lead,Bodyguard,Smart Male Lead,Artificial Intelligence,Coma,Interspecies Romance","25010"
"The Longest Day in Chang'an","Chang An Shi Er Shi Chen","Jun 27, 2019 - Aug 12, 2019","Friday,Monday,Thursday,Wednesday,Tuesday","China","40","48","Historical,Crime,Action,Thriller","长安十二时辰","Youku","2899","400","8.8","246","Emperor Xuanzong Of Tang,Badass Male Lead,Tang Dynasty,Adapted From A Novel,Political Intrigue,Foreigners In Ancient China,Tough Male Lead,Terrorist,Prodigy","1205"
"The Princess Wei Young","The Princess Weiyoung,錦繡未央,The Princess Wei Yang,Gam Sau Mei Yeung,The Princess Weiyang,Jin Xiu Wei Yang","Nov 11, 2016 - Dec  9, 2016","Saturday,Friday,Monday,Sunday,Thursday,Wednesday,Tuesday","China","45","54","Historical,Romance,Drama","锦绣未央","Dragon TV,BTV","425","401","8.5","4105","Hidden Identity,Smart Female Lead,Adapted From A Novel,Death,Revenge,Wei Dynasty,Birth Secret,Betrayal,Love Triangle,Power Struggle","8894"
"The Crowned Clown","Ghwanghae,광해,Man Who Became King,Gwang-hae,Wangyidoen Namja,Wangyi Doen Namja,成為王的男人,wang-i doin nam-ja,wangi doin namja,Man Became A King,The Man Who Became King,왕이 된 남자,Gwanghae,Masquerade","Jan  7, 2019 - Mar  4, 2019","Monday,Tuesday","South Korea","80","16","Political,Drama,Romance,Melodrama,Historical","왕이 된 남자","tvN","487","403","8.5","2581","Identity Swap,Struggle,Poor Male Lead,Strong Female Characters,Character Development,Double Identity,Palace Politics,Commoner,Noble Woman/Common Man,Loyal Subject","7854"
"Jumong","The Book of Three Han: The Chapter of Jumong,Jumong - Prince of the Legend,삼한지-주몽 편,Samhanji-Jumong Pyeon","May 15, 2006 - Mar  6, 2007","Monday,Tuesday","South Korea","70","81","Adventure,Political,Drama,Romance,War,Historical","주몽","MBC","766","405","8.5","2139","Adopted Child,Father-Son Relationship,Goguryeo Dynasty,Royalty,Leadership,Strong Female Lead,Female Warrior,Warlord,Archery,Power Struggle","5356"
"Doctor Prisoner","Dr. Prisoner,Dakteo Peurijeuneo,Dakteo Peurizeuneo","Mar 20, 2019 - May 15, 2019","Wednesday,Thursday","South Korea","35","32","Suspense,Medical,Law,Drama,Mystery,Thriller,Crime","닥터 프리즈너","KBS2","676","407","8.5","2005","Heir,Character Development,Corruption,Revenge,Prison,Smart Male Lead,Prosecutor,Murder,Power Struggle,Lying","5895"
"Legend of Fu Yao","Legend of Fu Yao,Fu Yao,扶摇皇后,Fu Yao Huang Hou,Empress Fu Yao","Jun 18, 2018 - Aug 13, 2018","Monday,Wednesday,Thursday,Tuesday","China","45","66","Martial Arts,Fantasy,Adventure,Action,Romance,Historical,Wuxia,Supernatural","扶摇","ZJTV,Tencent Video","452","409","8.5","3407","Badass Female Lead,Sassy Female Lead,Badass Male Lead,Hidden Identity,Female Warrior,Revenge,Tragic Past,Birth Secret,Manipulative Character,Strong Female Lead","8384"
"He is Psychometric","Psychometry Guy,Psychometric Fellow,That Psychometric Guy,Saikometeuri Geunyeoseok","Mar 11, 2019 - Apr 30, 2019","Monday,Tuesday","South Korea","64","16","Suspense,Fantasy,Comedy,Drama,Investigation,Romance,Detective,Mystery,Thriller,Supernatural","사이코메트리 그녀석","tvN","138","410","8.5","8509","Sassy Female Lead,Nice Male Lead,Bromance,Smart Female Lead,Airhead Male Lead,Father-Daughter Relationship,Psychometry,Slow Romance,Strong Female Lead,Special Power","18649"
"Vampire Prosecutor 2","Vampire Geumsa 2","Sep  9, 2012 - Nov 18, 2012","Sunday","South Korea","65","11","Action,Drama,Investigation,Vampire,Mystery","뱀파이어 검사 2","OCN","576","412","0","0","Violence,Supernatural Power,Kidnapping,Torture,Detective,Prosecutor,Death,Murder","6814"
"Medical Examiner Dr. Qin","法醫秦明,Dr. Qin Medical Examiner,Fa Yi Qin Ming,第十一根手指","Oct 13, 2016 - Dec 15, 2016","","China","30","20","Investigation,Detective,Medical,Mystery","法医秦明","Sohu TV","1361","413","8.5","1258","Forensic,Bromance,Smart Female Lead,Adapted From A Novel,Smart Male Lead,Eccentric Male Lead,Eccentric Female Lead","3054"
"Black Pean","Burakku Pean,Black Forceps","Apr 22, 2018 - Jun 24, 2018","Sunday","Japan","45","10","Drama,Political,Medical,Mystery","ブラックペアン","TBS","2682","419","8.6","573","Arashi,Revenge,Doctor,Idol Actor,Nikkan Daily Sports Drama GP","1354"
"Missing Noir M","Siljongneuwareu M,특수실종전담반 M,Special Missing Persons Unit M,Teuksoosiljongjundamban M,Unidad Especial de Personas Desaparecidas","Mar 28, 2015 - May 30, 2015","Saturday","South Korea","70","10","Suspense,Investigation,Detective,Mystery,Thriller","실종느와르 M","OCN","597","415","8.5","2447","Life Or Death,Death Game,Avenge,Psychopath,Psychopathic Killer,Missing Person,Gang Rape,Smart Male Lead,Prodigy,Competent Protagonist","6578"
"Bitter Blood","Partners by Blood","Apr 15, 2014 - Jun 24, 2014","Tuesday","Japan","54","11","Family,Action,Mystery,Comedy","ビター・ブラッド〜最悪で最強の親子刑事〜","Fuji TV","628","416","8.5","2788","Father-Son Relationship,Adapted From A Novel,Investigation,Detective,Slight Romance,Shizukui Shusuke","6292"
"Giant","Jaieonteu","May 10, 2010 - Dec  7, 2010","Monday,Tuesday","South Korea","70","60","Business,Drama,Romance,Melodrama,Thriller","자이언트","SBS","1494","425","8.5","824","Childhood Friends,Sibling,Revenge,Secondary Couple,Orphan,Forbidden Love","2763"
"Three Kingdoms",",San Guo","May  1, 2010 - Jun 18, 2010","","China","45","95","Political,Action,War,Military,Historical","三国","CCTV","2533","421","8.7","312","Warrior,Han Dynasty,Ambition,Advisor,Warlord,Political Intrigue,Slight Romance,Strategist Gaming,Power Struggle,Battle","1454"
"Iljimae","Iljimae The Phantom Thief,A Single Stalk of Plum","May 21, 2008 - Jul 24, 2008","Wednesday,Thursday","South Korea","60","20","Action,Drama,Romance,Melodrama,Historical","일지매","SBS","211","427","8.5","6688","Nice Stepfather,Hidden Identity,Vigilante,Adapted From A Manhwa,Love Square,Historical Legend,Revenge,Sword-fight,Strong Male Lead,Power Struggle","14859"
"Todome no Kiss","Kiss That Kills,Kiss of Death,Todome no Kisu","Jan  7, 2018 - Mar 11, 2018","Sunday","Japan","50","10","Suspense,Comedy,Friendship,Romance,Mystery,Supernatural","トドメの接吻","NTV","511","428","8.5","3003","Bromance,Obsession,Host Club,Mean Male Lead,Character Development,Tragic Past,Death Of Sibling,Time Travel,Black Comedy,Seduction","7616"
"Angry Mom","Aenggeurimam","Mar 18, 2015 - May  7, 2015","Wednesday,Thursday","South Korea","70","16","School,Comedy,Drama,Melodrama,Family","앵그리맘","MBC","153","429","8.5","9103","Personal Growth,School Bullying,Smart Female Lead,Independent Female Lead,High School,Double Identity,Corruption,Sismance,Mother-Daughter Relationship,Strong Female Lead","18038"
"Player","Pan,허슬,Peulleieo,The Player,Round,玩家,Hustle","Sep 29, 2018 - Nov 11, 2018","Saturday,Sunday","South Korea","65","14","Suspense,Comedy,Friendship,Action,Investigation,Mystery,Crime","플레이어","OCN","582","431","8.5","2315","Con Artist,Smart Protagonist,Hidden Identity,Flashback To Past,Hatred,Attempted Assault,Intelligent Character,Strong Friendship,Strong Female Lead,Lying","6740"
"Kounodori","DR. STORKS","Oct 16, 2015 - Dec 18, 2015","Friday","Japan","46","10","Music,Medical,Drama,Life","コウノドリ","TBS","1860","432","8.5","713","Babies,Gynecology,Adapted From A Manga,Doctor","2163"
"Liar Game","Liar Game Korean Version","Oct 20, 2014 - Nov 25, 2014","Monday,Tuesday","South Korea","63","12","Suspense,Psychological,Drama,Mystery,Thriller","라이어 게임","tvN","156","433","8.5","7723","Game,Smart Male Lead,Adapted From A Manga,Gambling,Deception,Nice Female Lead","17836"
"XX","블루문,ekseuekseu,Blue Moon","Jan 24, 2020 - Feb 21, 2020","Friday","South Korea","25","10","Business,Friendship,Drama,Romance,Melodrama","엑스엑스","Naver TV Cast,MBC,vLive","1885","430","8.5","685","Idol Actress,Lying,Independent Female Lead,Heartbreak,Sismance,Boss/Employee Relationship,Web Series,Cheating,Female Centered Plot,Bartender","2136"
"Maou","dEVIL","Jul  4, 2008 - Sep 12, 2008","","Japan","45","11","Suspense,Detective,Tragedy,Drama","魔王","TBS","578","435","8.5","3231","Double Identity,Arashi,Revenge,Tragic Past,Idol Actor,Nikkan Daily Sports Drama GP","6798"
"The Guardians","Watchmen,Sentinel,The Guardian,Lookout,Protector","May 22, 2017 - Jul 11, 2017","Monday,Tuesday","South Korea","35","32","Tragedy,Friendship,Action,Law,Investigation,Thriller,Family,Crime","파수꾼","MBC","283","441","8.5","4933","Sassy Female Lead,Female Warrior,Attempted Assault,Attempted Murder,Evil Parental Figure,Corruption,Revenge,Power Struggle,Policewoman,Team Mates","12503"
"Tell Me What You Saw","Speak as You See,Call It Like You See It,Talk as You See,Speak as Seen,Bondaelo Malhala,Say What You Saw,Bondaero Malhara,Say It as You See It","Feb  1, 2020 - Mar 22, 2020","Saturday,Sunday","South Korea","60","16","Suspense,Investigation,Detective,Mystery,Thriller,Crime","본대로 말하라","OCN","1275","449","8.6","407","Disability,Revenge,Photographic Memory,Smart Male Lead,Tragic Past,Criminal Profiler,Serial Killer,Trauma,Murder,Strong Female Lead","3295"
"JIN","ＪＩＮ　-仁-","Oct 11, 2009 - Dec 20, 2009","Sunday","Japan","45","11","Historical,Medical,Sci-Fi","仁","TBS","1131","442","8.5","1661","Edo Period,Time Travel,Adapted From A Manga,Doctor","3694"
"Bloody Monday","Buraddii Mandei","Oct 11, 2008 - Dec 20, 2008","Saturday","Japan","50","11","Suspense,Investigation,Action,Mystery","ブラッディ・マンデイ","TBS","317","444","8.5","5804","Hidden Identity,Cult,Bromance,Hacker,Genius,Adapted From A Manga,Human Experimentation","11559"
"The Beauty Inside","Beauty Inside,Byooti Insaideu","Oct  1, 2018 - Nov 20, 2018","Monday,Tuesday","South Korea","70","16","Comedy,Friendship,Drama,Romance,Melodrama,Family,Supernatural","뷰티 인사이드","jTBC","129","445","8.4","8989","Prosopagnosia,Bromance,Curse,Contract Relationship,Accident,Sismance,Secondary Couple,Rich Female Lead,Strong Female Lead,Rich Male Lead","19291"
"Secret Garden","Jardín secreto,Shikeurit Gadeun","Nov 13, 2010 - Jan 16, 2011","Saturday,Sunday","South Korea","65","20","Comedy,Drama,Romance,Melodrama,Supernatural","시크릿 가든","SBS","10","448","8.4","34171","Hate To Love,Bromance,Body Swap,Rich Man/Poor Woman,Tough Female Lead,Love Triangle,Hardworking Female Lead,Strong Female Lead,Rich Male Lead","55809"
"Addicted Heroin",",Heroin Web Series,Addiction Webseries,Addiction,上癮网络剧,Shangyin","Jan 29, 2016 - Feb 29, 2016","Wednesday,Friday,Sunday","China","20","15","School,Friendship,Mature,Drama,Youth,Romance","上癮","","328","452","8.4","6785","Dubious Consent,Poor Male Lead,Gay Character,Obsession,Adapted From A Novel,High School,Step-siblings Love,Clingy Male Lead,Rich Male Lead,Gay Relationship","11244"
"A Little Thing Called First Love","","Oct 23, 2019 - Nov 21, 2019","Friday,Wednesday,Thursday,Tuesday","China","45","36","School,Comedy,Friendship,Life,Drama,Romance,Youth,Family","初恋那件小事","Hunan TV","854","456","8.5","1950","First Love,Dream,Makeover,Student,High School To College,Smart Male Lead,Youth Romance,College Life,High School Romance,Love Confession","4766"
"Under the Power","Jǐnyī zhī xià,Beneath the Brocade Robes,Beneath the Embroidered Uniform,锦衣之下,锦衣之下爱别离","Dec 28, 2019 - Feb  9, 2020","Saturday,Monday,Friday,Sunday","China","45","55","Historical,Investigation,Romance,Mystery","锦衣之下","iQiyi,Mango TV","1941","453","8.6","361","Love–Hate Relationship,Smart Female Lead,Adapted From A Novel,Clumsy Female Lead,Orphan Female Lead,Revenge,Cold Man/Warm Woman,Smart Male Lead,Investigation,Ming Dynasty","2065"
"Kinou Nani Tabeta?","What Did You Eat Yesterday?","Apr  5, 2019 - Jun 28, 2019","Friday","Japan","30","12","Romance,Comedy,Food,Life","きのう何食べた?","TV Tokyo","2549","460","8.6","414","Lawyer,Social Commentary,Gay Character,Character Development,Adapted From A Manga,LGBTQ+,Gay Relationship,Slice Of Life","1442"
"2 Moons 2","2 Moons 2,เดือนเกี้ยวเดือน 2Moons The Series","Jun 22, 2019 - Sep 14, 2019","Saturday","Thailand","46","12","School,Romance,Comedy,Friendship","เดือนเกี้ยวเดือน 2","","721","461","8.5","3192","Gay Character,Adapted From A Novel,University,LGBTQ+,Bisexual Character,College Life,Multiple Couples,Gay Relationship","5657"
"Nobunaga Concerto","Nobunaga Kontseruto","Oct 13, 2014 - Dec 22, 2014","Monday","Japan","45","11","Comedy,Political,Action,Drama,Romance,War,Military,Historical","信長協奏曲","Fuji TV","594","463","8.5","2526","Kis-My-Ft2,Oda Nobunaga,Attempted Assault,Attempted Murder,Warm Man/cold Woman,Adapted From A Manga,Sengoku Period,Time Travel,Mean Female Lead,Power Struggle","6607"
"Ashita, Mama ga Inai","Mom Won't Be Here,Tomorrow","Jan 15, 2014 - Mar 12, 2014","Wednesday","Japan","60","9","Drama,Youth,Family,Life","明日、ママがいない","NTV","1575","465","0","0","Tearjerker,Child,Adoption,Child Abandonment,Orphanage","2616"
"Good Doctor","Gut Dakteo,Buen doctor,Geurin Meseu,Green Mass,Green Scalpel","Aug  5, 2013 - Oct  8, 2013","Monday,Tuesday","South Korea","65","20","Drama,Romance,Medical,Life","굿 닥터","KBS2","92","464","8.4","12169","Ableism,Child Abuse,Slow Burn Romance,Older Woman/Younger Man,Child,Eccentric Male Lead,Autism,Doctor,Death","24034"
"Special Affairs Team TEN","Teuk Soo Sa Geon Jeon Dam Ban,Teugsusageonjeondamban TEN,Special Crimes Force TEN","Nov 18, 2011 - Jan 13, 2012","Friday","South Korea","72","9","Action,Psychological,Investigation,Detective,Mystery","특수사건전담반 TEN","OCN","698","466","0","0","Child Abuse,Murder,Team Work,Strong Female Lead,Eccentric Female Lead,Gore","5764"
"Another Miss Oh","Misunderstood,Ddo Ohhaeyoung,Oh Hae Young Again,또! 오해영2,Another Oh Hae Young,Again! Oh Hae Young","May  2, 2016 - Jun 28, 2016","Monday,Tuesday","South Korea","70","18","Comedy,Romance,Melodrama,Family,Supernatural","또! 오해영","tvN","89","467","8.4","13080","Calm Male Lead,Neighbours,Steamy Kiss,Sound Director,Premonition,Precognition,Cold Man/Warm Woman,Secondary Couple,Female Chases Male First,Love Triangle","24756"
"Terius Behind Me","My Secret Terrius,Nae Dwie Teriuseu,My Secret Terius,Nae Dwie Teriwooseu","Sep 27, 2018 - Nov 15, 2018","Wednesday,Thursday","South Korea","35","32","Suspense,Comedy,Friendship,Political,Action,Drama,Romance,Mystery,Thriller,Family,Crime","내 뒤에 테리우스","MBC","284","469","8.4","5659","Hidden Identity,Team Work,Undercover Agent,Eccentric Character,Character Development,Corruption,Tragic Past,Spy,Strong Female Lead,Calm Female Lead","12490"
"Girl from Nowhere: The Series","Dek Mai The Series,New Kid The Series,Girl from Nowhere the Series","Aug  8, 2018 - Oct 31, 2018","Wednesday","Thailand","46","13","Suspense,School,Fantasy,Mature,Psychological,Drama,Mystery,Crime","เด็กใหม่ The Series","GMM 25","2544","470","8.5","650","Social Media,School Bullying,Drug Usage,High School,Anthology,Inspired By Real Events,Betrayal,Death,Murder,Calm Female Lead","1446"
"Woman of Dignity","The Lady in Dignity,Her With Class,Lady With Class,Classy Her,Poomwiitneun Geunyeo","Jun 16, 2017 - Aug 19, 2017","Saturday,Friday","South Korea","60","20","","품위있는 그녀","jTBC","1086","471","8.5","1175","Battle Of Wits,Frenemy,Foolish Male Character,Smart Female Lead,Independent Female Lead,Strong Female Characters,Intelligent Child,Female Centered Plot,Strong Female Lead,New Beginning","3846"
"Confession","Confess,Jabaek","Mar 23, 2019 - May 12, 2019","Saturday,Sunday","South Korea","60","16","Law,Investigation,Drama,Mystery,Thriller","자백","tvN","1102","472","8.5","1122","Lawyer,Calm Male Lead,Illness,Nice Male Lead,Corruption,Prosecutor,Mature Protagonist,Wrongfully Accused,Smart Male Lead,Competent Protagonist","3778"
"Pride","","Jan 12, 2004 - Mar 22, 2004","Monday","Japan","45","11","Drama,Romance,Sports,Friendship","プライド","Fuji TV","659","473","8.4","3181","Winter Sport,Teamwork,Male Chases Female First,Steamy Kiss,Ex-boyfriend Returns,SMAP,Ice Hockey,Death,Team Mates,Bridge","6020"
"Ghost",",Yoo Ryung,Phantom","May 30, 2012 - Aug  9, 2012","Wednesday,Thursday","South Korea","65","20","Investigation,Detective,Mystery,Thriller","유령","SBS","219","474","8.4","5683","Smart Male Lead,Murder,Body Swap,Police","14744"
"Kounodori 2","Dr. Storks Season 2,Kounodori Season 2","Oct 13, 2017 - Dec 22, 2017","Friday","Japan","46","11","Music,Medical,Drama,Life","コウノドリ 2","TBS","4614","476","0","0","Babies,Gynecology,Adapted From A Manga,Doctor","594"
"The Boy Next Door","Flirty Boy and Girl,Sseomnam,Some Guy","Apr  3, 2017 - Apr 28, 2017","","South Korea","6","15","Youth,Romance,Comedy,Friendship","썸남","Naver TV Cast","500","478","8.4","3866","Neighbours,Friendship,Bromance,Adapted From A Webtoon,Cohabitation,Misunderstanding,Web Series,Miniseries,Foreigner,Red Velvet","7734"
